7/24/12,Twenty Tap 563473,18.91
7/28/12,Bluebeard 141038,17.1
7/29/12,Uber BV help.uber.com,14.27
8/5/12,TARGET PURCHASE 1752248,31.81
7/31/12,Siam Square 958464,30.63
8/3/12,AMAZON,23.69
8/6/12,ADY*Netflix,8.99
8/4/12,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
8/4/12,SHELL,36.7
7/31/12,Uber BV help.uber.com,10.47
8/1/12,Bazbeaux 171334,30.73
8/2/12,3 Sisters 539811,20.42
8/4/12,Uber BV help.uber.com,11.79
8/5/12,Recess 174059,33.86
8/5/12,TARGET,8.2
8/12/12,PAYPAL DES:INST XFER ID:68778 INDN:Sara Caplan CO ID:PAYPAL WEB,74.96
8/7/12,The Tamale Place 996389,10.59
8/12/12,Uber BV help.uber.com,5.25
8/13/12,EXXON GAS,38.15
8/14/12,Delicia 144980,31.48
8/14/12,Uber BV help.uber.com,8.75
8/15/12,Brugge Brasserie 169850,30.22
8/18/12,TARGET,35.13
8/19/12,TARGET,37.97
8/25/12,MOBILE GAS,34.95
8/24/12,Uber BV help.uber.com,20.08
8/25/12,Uber BV help.uber.com,20.77
8/27/12,TARGET PURCHASE 2437429,14.81
8/27/12,BKOFAMERICA ATM 12-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
8/28/12,Shoefly Public House 596877,31.93
8/29/12,Brugge Brasserie 194028,24.28
8/31/12,NORDSTROM ONLINE,20.9
9/1/12,Uber BV help.uber.com,13.94
9/2/12,Iaria's Italian Restaurant 174699,18.98
9/6/12,ADY*Netflix,8.99
9/6/12,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
8/27/12,BKOFAMERICA ATM 12-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
8/29/12,Siam Square 297345,7.12
8/31/12,The Loft at Trader's Point Creamery 260467,21.01
9/1/12,The Loft at Trader's Point Creamery 486478,23.59
9/5/12,MOBILE GAS,38.87
9/3/12,Sahm's Place 16596,29.96
9/3/12,AMAZON,23.28
9/6/12,Union 50 969422,9.87
9/8/12,Uber BV help.uber.com,8.16
9/9/12,Uber BV help.uber.com,17.69
9/10/12,NORDSTROM ONLINE,38.59
9/13/12,Pizzology 780604,24.03
9/13/12,Uber BV help.uber.com,11.2
9/21/12,SHELL,39.84
9/19/12,Mug N' Bun 537582,24.84
9/20/12,AMAZON,36.75
9/21/12,Mug N' Bun 343040,22.49
9/22/12,Iaria's Italian Restaurant 910759,29.39
9/30/12,PAYPAL DES:INST XFER ID:24634 INDN:Sara Caplan CO ID:PAYPAL WEB,16.51
9/28/12,BKOFAMERICA ATM 12-09 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
9/28/12,Siam Square 561323,19.3
9/29/12,Iaria's Italian Restaurant 13284,16.63
9/29/12,Uber BV help.uber.com,8.84
9/29/12,AMAZON,14.55
10/6/12,ADY*Netflix,8.99
10/3/12,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
10/4/12,PAYPAL DES:INST XFER ID:69141 INDN:Sara Caplan CO ID:PAYPAL WEB,46.93
10/7/12,TARGET PURCHASE 394871,28.84
10/6/12,Scotty's Brewhouse 958397,13.66
10/9/12,TARGET PURCHASE 1679537,25
10/11/12,MOBILE GAS,35.05
10/8/12,Uber BV help.uber.com,21.04
10/9/12,Uber BV help.uber.com,19.1
10/10/12,WALMART,21.76
10/11/12,WALMART,27.06
10/16/12,TARGET PURCHASE 2128623,16.57
10/19/12,MOBILE GAS,33.94
10/18/12,Shoefly Public House 159245,8.48
10/20/12,Mesh on Mass 843288,7.76
10/24/12,BKOFAMERICA ATM 12-10 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
10/23/12,Twenty Tap 529303,8.75
10/26/12,Cafe Patachou 120646,13.94
10/27/12,Recess 797598,9.21
10/27/12,NORDSTROM ONLINE,30.84
11/1/12,TARGET PURCHASE 1196770,29.41
11/2/12,BKOFAMERICA ATM 12-10 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
10/29/12,Delicia 43323,18.66
11/2/12,Shapiro's Delicatessen 924591,27.06
11/3/12,Delicia 760753,30.51
11/3/12,Uber BV help.uber.com,15.54
11/4/12,Siam Square 442355,29.65
11/4/12,Uber BV help.uber.com,19.2
11/6/12,ADY*Netflix,8.99
11/8/12,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
11/2/12,MOBILE GAS,40.74
11/2/12,3 Sisters 507682,8.92
11/9/12,BKOFAMERICA ATM 12-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
11/9/12,Uber BV help.uber.com,12.1
11/11/12,Mug N' Bun 614703,7.18
11/11/12,Uber BV help.uber.com,18.06
11/11/12,AMAZON,22.39
11/12/12,Union 50 455356,16.19
11/15/12,Uber BV help.uber.com,17.86
11/16/12,Mug N' Bun 990784,9.78
11/23/12,PAYPAL DES:INST XFER ID:28245 INDN:Sara Caplan CO ID:PAYPAL WEB,79.53
11/21/12,TARGET PURCHASE 1231927,29.94
11/20/12,Shapiro's Delicatessen 110655,9.21
11/20/12,Uber BV help.uber.com,10.3
11/24/12,AMAZON,10.05
11/27/12,PAYPAL DES:INST XFER ID:96641 INDN:Sara Caplan CO ID:PAYPAL WEB,79.81
11/27/12,Mama Carolla's Old Italian 768017,18.14
11/27/12,NORDSTROM ONLINE,30.63
12/2/12,Delicia 965883,17.97
12/2/12,Uber BV help.uber.com,8.83
12/6/12,ADY*Netflix,8.99
12/8/12,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
12/2/12,TARGET PURCHASE 482853,12.97
11/29/12,WALMART,21.65
11/30/12,Shapiro's Delicatessen 117488,29.12
12/4/12,MOBILE GAS,32.29
12/3/12,Yats 557970,21.36
12/4/12,Union 50 819312,13.08
12/8/12,Twenty Tap 773774,16.62
12/9/12,Uber BV help.uber.com,9.94
12/16/12,CHEVRON,31.01
12/13/12,Shoefly Public House 745503,8.76
12/16/12,Uber BV help.uber.com,19.16
12/20/12,PAYPAL DES:INST XFER ID:75122 INDN:Sara Caplan CO ID:PAYPAL WEB,61.86
12/18/12,BKOFAMERICA ATM 12-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
12/20/12,CHEVRON,30.66
12/17/12,TARGET,6.49
12/19/12,TARGET,5.26
12/21/12,NORDSTROM ONLINE,24.87
12/22/12,Uber BV help.uber.com,17.18
12/29/12,BKOFAMERICA ATM 12-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
12/27/12,EXXON GAS,33.25
12/24/12,Taste Cafe & Marketplace 997840,14.29
12/25/12,Mesh on Mass 145548,25.9
12/25/12,Uber BV help.uber.com,19.42
12/26/12,Siam Square 231952,9
12/28/12,Uber BV help.uber.com,5.81
1/6/13,SHELL,38.66
12/31/12,Uber BV help.uber.com,11.22
1/2/13,Union 50 29899,26.52
1/3/13,Taste Cafe & Marketplace 177871,12.92
1/3/13,AMAZON,12.75
1/5/13,Bazbeaux 56267,26.89
1/6/13,ADY*Netflix,8.99
1/3/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
1/5/13,PAYPAL DES:INST XFER ID:97000 INDN:Sara Caplan CO ID:PAYPAL WEB,55.43
1/2/13,SHELL,33.61
1/6/13,Scotty's Brewhouse 177510,11.26
1/13/13,BKOFAMERICA ATM 13-01 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
1/7/13,SHELL,34.59
1/7/13,Mug N' Bun 145809,15.58
1/8/13,Uber BV help.uber.com,15.52
1/9/13,Mug N' Bun 862635,32.52
1/13/13,Scotty's Brewhouse 836289,23.48
1/17/13,AMAZON,13.08
1/18/13,Pizzology 455119,20.34
1/19/13,AMAZON,33.11
1/22/13,TARGET PURCHASE 1235494,33.41
1/21/13,EXXON GAS,30.69
1/21/13,Shoefly Public House 895571,15.84
1/21/13,Uber BV help.uber.com,20.66
1/22/13,NORDSTROM ONLINE,22.3
1/24/13,Uber BV help.uber.com,7.99
1/27/13,NORDSTROM ONLINE,20.12
1/29/13,Taste Cafe & Marketplace 60564,8.01
1/31/13,Shapiro's Delicatessen 588838,9.78
2/6/13,ADY*Netflix,8.99
2/4/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2/3/13,TARGET PURCHASE 1601713,14
1/29/13,Mama Carolla's Old Italian 646952,16.75
1/30/13,Pizzology 298878,14.25
1/31/13,Yats 339847,15.85
2/5/13,TARGET PURCHASE 1444728,30.91
2/5/13,SHELL,36.65
2/8/13,Delicia 535502,22.66
2/13/13,WALMART,20.9
2/23/13,TARGET PURCHASE 152951,16.66
2/19/13,BKOFAMERICA ATM 13-02 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
2/19/13,Union 50 297468,14.54
2/20/13,Delicia 22706,7.18
2/22/13,Goose the Market 496424,7.1
2/26/13,Mesh on Mass 728168,7.21
2/27/13,Mesh on Mass 970633,19.28
2/27/13,Uber BV help.uber.com,22.56
3/3/13,Scotty's Brewhouse 983846,25.08
3/6/13,ADY*Netflix,8.99
3/2/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
2/26/13,BKOFAMERICA ATM 13-02 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
2/25/13,Delicia 543329,14.06
3/1/13,TARGET,22.75
3/4/13,Scotty's Brewhouse 595537,13.58
3/4/13,TARGET,19.23
3/5/13,Cafe Patachou 709807,9.47
3/5/13,Uber BV help.uber.com,10.3
3/5/13,NORDSTROM ONLINE,23.46
3/6/13,St. Elmo Steak House 864762,29.74
3/7/13,Uber BV help.uber.com,22.97
3/7/13,AMAZON,38.69
3/8/13,Goose the Market 185143,14.35
3/11/13,TARGET PURCHASE 982034,15.54
3/12/13,Siam Square 58060,13.51
3/12/13,Uber BV help.uber.com,8.52
3/12/13,WALMART,34.66
3/13/13,Shoefly Public House 795404,13.35
3/17/13,3 Sisters 732659,33.76
3/18/13,Shoefly Public House 379054,28.09
3/18/13,TARGET,29.79
3/21/13,St. Elmo Steak House 80218,10.42
3/26/13,CHEVRON,38.66
3/27/13,Recess 872627,17.98
3/28/13,AMAZON,41.4
3/29/13,Sahm's Place 212130,13.22
3/29/13,Uber BV help.uber.com,7.02
4/6/13,ADY*Netflix,8.99
4/7/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
4/4/13,The Loft at Trader's Point Creamery 10109,7.94
4/5/13,Sahm's Place 500101,12.04
4/6/13,St. Elmo Steak House 516483,20.93
4/8/13,Mama Carolla's Old Italian 533820,28.56
4/9/13,Union 50 594705,24.68
4/9/13,Uber BV help.uber.com,9.04
4/9/13,AMAZON,23.68
4/10/13,Shoefly Public House 744321,12.5
4/12/13,TARGET,23
4/13/13,Goose the Market 484581,26.68
4/15/13,Pizzology 497652,17.98
4/18/13,Brugge Brasserie 396688,13.91
4/19/13,Shapiro's Delicatessen 191619,29.84
4/20/13,Cafe Patachou 72914,15.01
4/23/13,PAYPAL DES:INST XFER ID:51587 INDN:Sara Caplan CO ID:PAYPAL WEB,18.45
4/22/13,EXXON GAS,34.6
4/22/13,Uber BV help.uber.com,7.44
4/24/13,Delicia 789328,32.72
4/27/13,Scotty's Brewhouse 666709,28.86
4/27/13,Uber BV help.uber.com,4.36
5/2/13,St. Elmo Steak House 237850,12.52
5/4/13,Uber BV help.uber.com,9.26
5/5/13,Bazbeaux 358200,28.36
5/6/13,ADY*Netflix,8.99
5/8/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
4/30/13,MOBILE GAS,34.01
4/30/13,Union 50 746214,9.13
4/30/13,Uber BV help.uber.com,20.32
5/1/13,Uber BV help.uber.com,17.03
5/2/13,Sahm's Place 737580,21.17
5/2/13,AMAZON,24.62
5/3/13,Goose the Market 642145,19.2
5/3/13,Uber BV help.uber.com,14.94
5/6/13,TARGET PURCHASE 2099272,13.37
5/9/13,BKOFAMERICA ATM 13-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
5/6/13,Taste Cafe & Marketplace 400354,9.55
5/8/13,Union 50 916909,33.13
5/9/13,TARGET,10.53
5/10/13,Shapiro's Delicatessen 956016,19.35
5/17/13,CHEVRON,38.69
5/16/13,TARGET,41.35
5/17/13,Uber BV help.uber.com,15.46
5/19/13,The Tamale Place 284858,14.71
5/21/13,Bazbeaux 112786,18.24
5/23/13,Twenty Tap 200882,17.36
5/23/13,Uber BV help.uber.com,19.28
5/24/13,Uber BV help.uber.com,17.35
5/25/13,Siam Square 109301,17.67
5/26/13,Scotty's Brewhouse 228117,13.13
5/26/13,Uber BV help.uber.com,5.83
5/29/13,BKOFAMERICA ATM 13-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
5/27/13,AMAZON,20.78
5/29/13,AMAZON,17.26
5/30/13,Recess 225242,11.1
5/31/13,Taste Cafe & Marketplace 447640,32.15
6/1/13,Siam Square 490974,27.2
6/1/13,TARGET,9.21
6/2/13,Iaria's Italian Restaurant 508612,17.03
6/6/13,ADY*Netflix,8.99
6/8/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
5/28/13,TARGET PURCHASE 566946,24.07
6/2/13,BKOFAMERICA ATM 13-05 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
6/1/13,SHELL,39.12
5/27/13,Uber BV help.uber.com,14.69
5/30/13,Iaria's Italian Restaurant 450886,19.63
6/1/13,Yats 449207,27.67
6/3/13,BKOFAMERICA ATM 13-06 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
6/3/13,Goose the Market 987756,20.39
6/11/13,EXXON GAS,42.06
6/12/13,Siam Square 735982,22.66
6/14/13,Twenty Tap 53772,29.34
6/14/13,AMAZON,24.16
6/15/13,Siam Square 434236,11.83
6/20/13,Twenty Tap 327623,31.34
6/20/13,Uber BV help.uber.com,14.97
6/22/13,Uber BV help.uber.com,5.99
6/23/13,Mama Carolla's Old Italian 762260,18.74
6/24/13,MOBILE GAS,41.34
6/28/13,3 Sisters 527490,16.01
7/6/13,ADY*Netflix,8.99
7/4/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
7/4/13,TARGET PURCHASE 653316,22.89
7/7/13,SHELL,32.11
7/2/13,Shoefly Public House 392825,14.97
7/7/13,Shapiro's Delicatessen 93657,33.94
7/9/13,The Loft at Trader's Point Creamery 891027,8.85
7/12/13,Uber BV help.uber.com,12.69
7/13/13,Siam Square 767313,15.6
7/13/13,WALMART,22
7/15/13,Uber BV help.uber.com,9.81
7/16/13,TARGET,15.52
7/17/13,The Tamale Place 583205,8.88
7/19/13,Union 50 879552,8.61
7/21/13,Union 50 154185,21.65
7/21/13,WALMART,33.63
7/27/13,TARGET PURCHASE 2744681,28.18
7/24/13,Shapiro's Delicatessen 574498,29.14
7/27/13,Pizzology 925658,13.47
7/28/13,Bazbeaux 561229,8.43
7/28/13,NORDSTROM ONLINE,17.88
7/29/13,Mama Carolla's Old Italian 624096,33.17
8/1/13,Bazbeaux 185027,22.2
8/2/13,Goose the Market 116306,17.27
8/4/13,Goose the Market 118760,22.62
8/6/13,ADY*Netflix,8.99
8/2/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
7/29/13,TARGET PURCHASE 2490647,33.85
8/4/13,BKOFAMERICA ATM 13-07 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
7/31/13,Goose the Market 487207,9.54
7/31/13,Uber BV help.uber.com,19.18
8/1/13,Uber BV help.uber.com,8.97
8/2/13,Uber BV help.uber.com,21.53
8/3/13,AMAZON,31.61
8/6/13,TARGET PURCHASE 280014,25.12
8/5/13,BKOFAMERICA ATM 13-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
8/9/13,Union 50 365026,18.1
8/10/13,Cafe Patachou 520188,21.24
8/11/13,Uber BV help.uber.com,18.18
8/18/13,TARGET PURCHASE 1402107,21.04
8/16/13,BKOFAMERICA ATM 13-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,50
8/13/13,Taste Cafe & Marketplace 37579,25.95
8/15/13,Iaria's Italian Restaurant 65239,19.27
8/23/13,BKOFAMERICA ATM 13-08 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
8/21/13,Mug N' Bun 751302,16.22
8/22/13,NORDSTROM ONLINE,30.82
8/29/13,Twenty Tap 867658,7.26
9/1/13,Union 50 529219,9.75
9/6/13,ADY*Netflix,8.99
9/7/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
8/31/13,TARGET PURCHASE 2384537,23.21
8/27/13,Pizzology 839549,9.12
8/28/13,AMAZON,9.4
9/6/13,PAYPAL DES:INST XFER ID:34165 INDN:Sara Caplan CO ID:PAYPAL WEB,31.36
9/5/13,Uber BV help.uber.com,6.67
9/6/13,Taste Cafe & Marketplace 398845,21.11
9/7/13,AMAZON,17.32
9/9/13,EXXON GAS,38.77
9/11/13,Uber BV help.uber.com,13.34
9/12/13,Bazbeaux 572529,9.07
9/14/13,Cafe Patachou 204263,9.59
9/14/13,Uber BV help.uber.com,11.81
9/15/13,Bazbeaux 646236,16.69
9/19/13,TARGET PURCHASE 916722,20.33
9/17/13,BKOFAMERICA ATM 13-09 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
9/16/13,Union 50 944328,16.5
9/16/13,WALMART,17.92
9/18/13,Scotty's Brewhouse 185786,7.78
9/19/13,Cafe Patachou 165851,26.8
9/20/13,Union 50 703149,24.47
9/21/13,Uber BV help.uber.com,7.61
9/26/13,EXXON GAS,33.76
9/24/13,St. Elmo Steak House 106593,30.12
9/25/13,Pizzology 591886,16.83
9/29/13,Shoefly Public House 355892,25.94
10/6/13,PAYPAL DES:INST XFER ID:9011 INDN:Sara Caplan CO ID:PAYPAL WEB,36.25
10/2/13,TARGET PURCHASE 1107784,25.15
10/2/13,Sahm's Place 607953,27.54
10/4/13,TARGET,28.26
10/5/13,Twenty Tap 793221,16.89
10/6/13,ADY*Netflix,8.99
